@relation 'no_zero_other_class_at_end-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,13'

@attribute Time numeric
@attribute Day numeric
@attribute Quarter {Winter,Spring,Fall,Other,Summer}
@attribute Class {Empty,'Not Busy','Moderately Busy',Busy}

@data
1000,4,Spring,'Moderately Busy'
1000,0,Spring,Busy
1000,0,Summer,'Not Busy'
1000,2,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,1,Other,'Not Busy'
1000,1,Fall,Busy
1000,4,Fall,Busy
1000,6,Fall,'Moderately Busy'
1000,3,Winter,'Moderately Busy'
1000,6,Winter,'Moderately Busy'
1000,0,Winter,Busy
1000,3,Spring,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,1,Spring,'Moderately Busy'
1000,1,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,4,Summer,'Not Busy'
1000,2,Fall,Busy
1000,5,Fall,'Not Busy'
1000,0,Fall,Busy
1000,4,Winter,'Moderately Busy'
1000,0,Winter,Busy
1000,1,Winter,Busy
1000,4,Spring,'Moderately Busy'
1000,6,Spring,'Moderately Busy'
1000,2,Spring,'Moderately Busy'
1000,2,Summer,'Not Busy'
1000,4,Summer,'Moderately Busy'
1000,5,Summer,Empty
1000,1,Other,'Not Busy'
1000,3,Other,'Not Busy'
1000,3,Fall,'Moderately Busy'
1000,6,Fall,'Moderately Busy'
1000,1,Fall,Busy
1000,5,Winter,'Not Busy'
1000,1,Winter,'Moderately Busy'
1000,2,Winter,Busy
1000,5,Spring,'Not Busy'
1000,0,Spring,'Moderately Busy'
1000,3,Spring,'Moderately Busy'
1000,3,Summer,'Not Busy'
1000,5,Summer,'Moderately Busy'
1000,6,Summer,Empty
1000,2,Other,'Not Busy'
1000,4,Other,'Not Busy'
1000,4,Fall,Busy
1000,0,Fall,Busy
1000,2,Fall,'Moderately Busy'
1000,6,Winter,'Not Busy'
1000,2,Winter,Busy
1000,3,Winter,Busy
1000,6,Spring,'Not Busy'
1000,1,Spring,'Moderately Busy'
1000,4,Spring,'Moderately Busy'
1000,4,Summer,'Not Busy'
1000,6,Summer,'Not Busy'
1000,0,Summer,'Not Busy'
1000,3,Other,'Moderately Busy'
1000,5,Other,'Not Busy'
1000,5,Fall,'Moderately Busy'
1000,1,Fall,Busy
1000,3,Fall,'Moderately Busy'
1000,0,Winter,Busy
1000,3,Winter,'Moderately Busy'
1000,4,Winter,Busy
1000,0,Spring,'Moderately Busy'
1000,2,Spring,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,5,Summer,Empty
1000,0,Summer,'Moderately Busy'
1000,1,Summer,'Not Busy'
1000,4,Fall,'Not Busy'
1000,6,Fall,'Moderately Busy'
1000,2,Fall,Busy
1000,4,Fall,'Moderately Busy'
1000,1,Winter,Busy
1000,4,Winter,'Moderately Busy'
1000,5,Winter,'Moderately Busy'
1000,1,Spring,'Moderately Busy'
1000,3,Spring,'Moderately Busy'
1000,6,Summer,Empty
1000,1,Summer,'Moderately Busy'
1000,2,Summer,'Not Busy'
1000,5,Fall,Empty
1000,0,Other,'Not Busy'
1000,0,Fall,Busy
1000,3,Fall,'Moderately Busy'
1000,5,Fall,Empty
1000,2,Winter,Busy
1000,5,Winter,'Not Busy'
1000,6,Winter,'Not Busy'
1000,2,Spring,'Moderately Busy'
1000,4,Spring,'Moderately Busy'
1000,0,Other,'Not Busy'
1000,0,Summer,'Not Busy'
1000,2,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,1,Other,Empty
1000,1,Fall,Busy
1000,4,Fall,Busy
1000,3,Winter,'Moderately Busy'
1000,6,Winter,'Moderately Busy'
1000,0,Winter,Busy
1000,3,Spring,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,1,Other,'Not Busy'
1000,1,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,4,Summer,'Not Busy'
1000,0,Fall,'Not Busy'
1000,2,Other,Empty
1000,2,Fall,Busy
1000,5,Fall,'Not Busy'
1000,0,Other,'Not Busy'
1000,4,Winter,'Moderately Busy'
1000,0,Winter,Busy
1000,1,Winter,Busy
1000,4,Spring,'Moderately Busy'
1000,6,Spring,'Not Busy'
1000,2,Other,'Not Busy'
1000,2,Summer,'Not Busy'
1000,4,Summer,'Moderately Busy'
1000,5,Summer,Empty
1000,1,Fall,'Not Busy'
1000,3,Other,Empty
1000,3,Fall,Busy
1000,6,Fall,'Moderately Busy'
1000,1,Other,'Not Busy'
1000,5,Winter,'Not Busy'
1000,1,Winter,'Moderately Busy'
1000,2,Winter,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,0,Spring,'Moderately Busy'
1000,3,Other,'Not Busy'
1000,3,Summer,'Not Busy'
1000,5,Summer,'Moderately Busy'
1000,2,Fall,'Not Busy'
1000,4,Other,Empty
1000,4,Fall,Busy
1000,0,Fall,Busy
1000,2,Other,'Not Busy'
1000,6,Winter,'Not Busy'
1000,2,Winter,Busy
1000,3,Winter,'Moderately Busy'
1000,6,Spring,'Moderately Busy'
1000,1,Spring,'Moderately Busy'
1000,4,Other,Empty
1000,4,Summer,'Not Busy'
1000,6,Summer,'Not Busy'
1000,0,Other,'Not Busy'
1000,3,Fall,Empty
1000,5,Other,'Not Busy'
1000,5,Fall,'Not Busy'
1000,1,Fall,Busy
1000,3,Other,Empty
1000,3,Winter,'Moderately Busy'
1000,4,Winter,'Moderately Busy'
1000,0,Spring,'Moderately Busy'
1000,2,Spring,'Moderately Busy'
1000,5,Other,'Not Busy'
1000,5,Summer,Empty
1000,0,Summer,'Moderately Busy'
1000,1,Other,'Not Busy'
1000,4,Fall,'Not Busy'
1000,6,Other,'Not Busy'
1000,6,Fall,'Moderately Busy'
1000,2,Fall,Busy
1000,4,Other,'Not Busy'
1000,1,Winter,'Moderately Busy'
1000,4,Winter,'Moderately Busy'
1000,5,Winter,'Not Busy'
1000,1,Spring,'Moderately Busy'
1000,3,Spring,'Moderately Busy'
1000,6,Summer,Empty
1000,1,Summer,'Moderately Busy'
1000,2,Other,'Not Busy'
1000,5,Fall,'Not Busy'
1000,0,Other,'Not Busy'
1000,0,Fall,Busy
1000,3,Fall,'Moderately Busy'
1000,2,Winter,Busy
1000,2,Spring,'Moderately Busy'
1000,4,Spring,'Moderately Busy'
1000,0,Summer,'Not Busy'
1000,0,Summer,'Not Busy'
1000,2,Summer,'Not Busy'
1000,3,Other,'Not Busy'
1000,6,Fall,Empty
1000,1,Other,Busy
1000,1,Fall,Busy
1000,4,Fall,Busy
1000,3,Winter,'Moderately Busy'
1000,6,Winter,'Moderately Busy'
1000,0,Other,'Not Busy'
1000,3,Spring,'Moderately Busy'
1000,5,Spring,Empty
1000,1,Summer,'Not Busy'
1000,1,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,4,Other,'Not Busy'
1000,0,Fall,Busy
1000,2,Other,'Moderately Busy'
1000,2,Fall,Busy
1000,5,Fall,'Not Busy'
1000,0,Other,'Not Busy'
1000,4,Winter,'Moderately Busy'
1000,0,Winter,Busy
1000,1,Other,'Not Busy'
1000,4,Spring,'Moderately Busy'
1000,6,Spring,'Moderately Busy'
1000,2,Summer,'Not Busy'
1000,2,Summer,'Not Busy'
1000,4,Summer,'Moderately Busy'
1000,5,Other,Empty
1000,1,Fall,'Moderately Busy'
1000,3,Other,Busy
1000,3,Fall,'Moderately Busy'
1000,6,Fall,'Moderately Busy'
1000,1,Other,'Not Busy'
1000,5,Winter,'Not Busy'
1000,1,Winter,'Moderately Busy'
1000,2,Other,Empty
1000,5,Spring,'Not Busy'
1000,0,Spring,Busy
1000,3,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,5,Summer,'Moderately Busy'
1000,2,Fall,Busy
1000,4,Other,'Moderately Busy'
1000,4,Fall,Busy
1000,0,Fall,Busy
1000,2,Other,Empty
1000,6,Winter,'Moderately Busy'
1000,2,Winter,Busy
1000,3,Other,'Not Busy'
1000,6,Spring,'Moderately Busy'
1000,1,Spring,'Moderately Busy'
1000,4,Summer,'Not Busy'
1000,4,Summer,'Not Busy'
1000,6,Summer,'Moderately Busy'
1000,0,Other,'Not Busy'
1000,3,Fall,Busy
1000,5,Other,'Moderately Busy'
1000,5,Fall,'Not Busy'
1000,1,Fall,Busy
1000,0,Winter,'Moderately Busy'
1000,3,Winter,'Moderately Busy'
1000,4,Other,'Not Busy'
1000,0,Spring,'Moderately Busy'
1000,2,Spring,'Moderately Busy'
1000,5,Summer,Empty
1000,5,Summer,Empty
1000,0,Summer,'Moderately Busy'
1000,1,Other,'Not Busy'
1000,4,Fall,Busy
1000,6,Other,'Moderately Busy'
1000,6,Fall,'Moderately Busy'
1000,2,Fall,'Moderately Busy'
1000,1,Winter,'Moderately Busy'
1000,4,Winter,Busy
1000,5,Other,Empty
1000,1,Spring,'Moderately Busy'
1000,3,Spring,'Moderately Busy'
1000,6,Summer,Empty
1000,6,Summer,Empty
1000,1,Summer,'Not Busy'
1000,2,Other,'Not Busy'
1000,5,Fall,'Not Busy'
1000,0,Other,Busy
1000,0,Fall,Busy
1000,2,Winter,'Moderately Busy'
1000,5,Winter,'Not Busy'
1000,2,Spring,'Moderately Busy'
1000,4,Spring,Busy
1000,0,Summer,'Not Busy'
1000,0,Summer,'Moderately Busy'
1000,2,Summer,'Moderately Busy'
1000,3,Other,'Moderately Busy'
1000,6,Fall,'Moderately Busy'
1000,1,Other,'Moderately Busy'
1000,1,Fall,Busy
1000,3,Winter,'Moderately Busy'
1000,6,Winter,'Moderately Busy'
1000,0,Other,'Not Busy'
1000,3,Spring,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,1,Summer,'Not Busy'
1000,1,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,4,Other,'Not Busy'
1000,0,Fall,Busy
1000,2,Other,'Moderately Busy'
1000,2,Fall,Busy
1000,5,Fall,'Not Busy'
1000,0,Other,Empty
1000,4,Winter,Busy
1000,0,Winter,Busy
1000,1,Spring,'Moderately Busy'
1000,4,Spring,'Moderately Busy'
1000,6,Spring,'Moderately Busy'
1000,2,Summer,'Not Busy'
1000,2,Summer,'Not Busy'
1000,4,Summer,'Moderately Busy'
1000,5,Other,Empty
1000,1,Fall,'Moderately Busy'
1000,3,Other,'Moderately Busy'
1000,3,Fall,Busy
1000,6,Fall,'Not Busy'
1000,1,Other,Empty
1000,5,Winter,'Moderately Busy'
1000,2,Spring,'Moderately Busy'
1000,5,Spring,'Not Busy'
1000,0,Spring,'Moderately Busy'
1000,3,Summer,'Not Busy'
1000,3,Summer,'Not Busy'
1000,5,Summer,'Not Busy'
1000,6,Other,Empty
1000,2,Fall,Busy
1000,4,Other,'Moderately Busy'
1000,4,Fall,Busy
1000,0,Fall,Busy
1000,2,Other,'Not Busy'
1000,6,Winter,'Moderately Busy'
1000,3,Spring,'Moderately Busy'
1000,1,Spring,'Moderately Busy'
1000,4,Summer,'Not Busy'
1000,6,Summer,'Moderately Busy'
1000,0,Other,'Not Busy'
1000,5,Fall,'Not Busy'
1030,0,Winter,Busy
1030,1,Winter,Busy
1030,4,Spring,Busy
1030,6,Spring,'Not Busy'
1030,2,Spring,'Moderately Busy'
1030,2,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,5,Summer,Empty
1030,1,Other,'Not Busy'
1030,3,Other,'Not Busy'
1030,3,Fall,Busy
1030,6,Fall,'Not Busy'
1030,1,Fall,Busy
1030,1,Winter,Busy
1030,2,Winter,Busy
1030,5,Spring,'Not Busy'
1030,0,Spring,Busy
1030,3,Spring,Busy
1030,3,Summer,'Not Busy'
1030,5,Summer,'Not Busy'
1030,6,Summer,Empty
1030,2,Other,'Not Busy'
1030,4,Other,'Not Busy'
1030,4,Fall,Busy
1030,0,Fall,Busy
1030,2,Fall,Busy
1030,6,Other,Empty
1030,2,Winter,Busy
1030,3,Winter,Busy
1030,6,Spring,'Not Busy'
1030,1,Spring,Busy
1030,4,Spring,'Moderately Busy'
1030,6,Summer,'Not Busy'
1030,3,Other,'Not Busy'
1030,5,Other,Empty
1030,5,Fall,'Not Busy'
1030,1,Fall,Busy
1030,3,Fall,Busy
1030,0,Winter,Busy
1030,3,Winter,Busy
1030,4,Winter,Busy
1030,0,Spring,Busy
1030,2,Spring,Busy
1030,5,Spring,'Moderately Busy'
1030,0,Summer,'Not Busy'
1030,1,Summer,'Not Busy'
1030,4,Other,'Not Busy'
1030,6,Fall,'Not Busy'
1030,2,Fall,Busy
1030,4,Fall,Busy
1030,1,Winter,Busy
1030,4,Winter,Busy
1030,5,Winter,'Moderately Busy'
1030,1,Spring,Busy
1030,3,Spring,Busy
1030,6,Spring,'Moderately Busy'
1030,6,Summer,Empty
1030,1,Summer,'Moderately Busy'
1030,2,Summer,'Not Busy'
1030,0,Fall,Busy
1030,3,Fall,Busy
1030,5,Fall,'Moderately Busy'
1030,2,Winter,Busy
1030,5,Winter,'Not Busy'
1030,6,Winter,'Not Busy'
1030,2,Spring,Busy
1030,4,Spring,Busy
1030,0,Spring,Busy
1030,0,Summer,'Not Busy'
1030,2,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,1,Other,'Not Busy'
1030,1,Fall,Busy
1030,4,Fall,Busy
1030,6,Fall,'Moderately Busy'
1030,3,Winter,Busy
1030,6,Winter,'Not Busy'
1030,0,Winter,Busy
1030,5,Spring,'Not Busy'
1030,1,Spring,'Moderately Busy'
1030,1,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,4,Summer,'Not Busy'
1030,2,Fall,Busy
1030,5,Fall,'Not Busy'
1030,0,Fall,Busy
1030,4,Winter,Busy
1030,0,Winter,Busy
1030,1,Winter,Busy
1030,4,Spring,Busy
1030,6,Spring,'Not Busy'
1030,2,Spring,'Moderately Busy'
1030,2,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,5,Summer,Empty
1030,1,Other,'Not Busy'
1030,3,Other,'Not Busy'
1030,3,Fall,Busy
1030,6,Fall,'Moderately Busy'
1030,1,Fall,Busy
1030,5,Winter,'Not Busy'
1030,1,Winter,Busy
1030,2,Winter,Busy
1030,5,Spring,'Not Busy'
1030,0,Spring,Busy
1030,3,Spring,'Moderately Busy'
1030,3,Summer,'Not Busy'
1030,5,Summer,'Not Busy'
1030,6,Summer,Empty
1030,2,Other,'Not Busy'
1030,4,Other,'Not Busy'
1030,4,Fall,Busy
1030,0,Fall,Busy
1030,2,Fall,Busy
1030,6,Winter,'Not Busy'
1030,2,Winter,Busy
1030,3,Winter,Busy
1030,6,Spring,'Not Busy'
1030,1,Spring,Busy
1030,4,Spring,'Moderately Busy'
1030,4,Summer,'Not Busy'
1030,6,Summer,'Not Busy'
1030,0,Summer,'Not Busy'
1030,3,Other,'Not Busy'
1030,5,Other,'Not Busy'
1030,5,Fall,'Not Busy'
1030,1,Fall,Busy
1030,3,Fall,'Moderately Busy'
1030,0,Winter,Busy
1030,3,Winter,Busy
1030,4,Winter,Busy
1030,0,Spring,Busy
1030,2,Spring,Busy
1030,5,Spring,'Not Busy'
1030,5,Summer,Empty
1030,0,Summer,'Not Busy'
1030,1,Summer,'Not Busy'
1030,4,Fall,'Not Busy'
1030,6,Fall,'Moderately Busy'
1030,2,Fall,Busy
1030,4,Fall,'Moderately Busy'
1030,1,Winter,Busy
1030,4,Winter,Busy
1030,5,Winter,'Moderately Busy'
1030,1,Spring,Busy
1030,3,Spring,Busy
1030,6,Summer,Empty
1030,1,Summer,'Moderately Busy'
1030,2,Summer,'Not Busy'
1030,5,Fall,Empty
1030,0,Other,'Not Busy'
1030,0,Fall,Busy
1030,3,Fall,Busy
1030,5,Fall,Empty
1030,2,Winter,Busy
1030,5,Winter,'Not Busy'
1030,6,Winter,'Moderately Busy'
1030,2,Spring,Busy
1030,4,Spring,Busy
1030,0,Other,'Not Busy'
1030,0,Summer,'Not Busy'
1030,2,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,1,Other,Empty
1030,1,Fall,Busy
1030,4,Fall,Busy
1030,3,Winter,Busy
1030,6,Winter,'Not Busy'
1030,3,Spring,Busy
1030,5,Spring,'Not Busy'
1030,1,Other,'Not Busy'
1030,1,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,4,Summer,'Not Busy'
1030,0,Fall,'Not Busy'
1030,2,Other,Empty
1030,2,Fall,Busy
1030,5,Fall,'Not Busy'
1030,0,Other,'Not Busy'
1030,4,Winter,Busy
1030,0,Winter,Busy
1030,1,Winter,Busy
1030,4,Spring,Busy
1030,6,Spring,'Not Busy'
1030,2,Other,'Not Busy'
1030,2,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,5,Summer,Empty
1030,1,Fall,'Not Busy'
1030,3,Other,Empty
1030,3,Fall,Busy
1030,6,Fall,'Moderately Busy'
1030,1,Other,'Not Busy'
1030,5,Winter,'Not Busy'
1030,1,Winter,Busy
1030,2,Winter,Busy
1030,5,Spring,'Not Busy'
1030,0,Spring,Busy
1030,3,Other,'Not Busy'
1030,3,Summer,'Not Busy'
1030,5,Summer,'Not Busy'
1030,2,Fall,'Not Busy'
1030,4,Other,Empty
1030,4,Fall,Busy
1030,0,Fall,Busy
1030,2,Other,'Not Busy'
1030,6,Winter,'Not Busy'
1030,3,Winter,'Moderately Busy'
1030,6,Spring,'Not Busy'
1030,1,Spring,Busy
1030,4,Other,Empty
1030,4,Summer,'Not Busy'
1030,6,Summer,'Not Busy'
1030,0,Other,'Not Busy'
1030,3,Fall,'Not Busy'
1030,5,Other,Empty
1030,5,Fall,'Not Busy'
1030,1,Fall,Busy
1030,3,Other,Empty
1030,3,Winter,Busy
1030,4,Winter,'Moderately Busy'
1030,0,Spring,Busy
1030,2,Spring,Busy
1030,5,Other,Empty
1030,5,Summer,Empty
1030,0,Summer,'Moderately Busy'
1030,1,Other,'Not Busy'
1030,4,Fall,'Not Busy'
1030,6,Other,'Not Busy'
1030,6,Fall,'Moderately Busy'
1030,2,Fall,Busy
1030,4,Other,'Not Busy'
1030,1,Winter,Busy
1030,4,Winter,Busy
1030,5,Winter,Empty
1030,1,Spring,'Moderately Busy'
1030,3,Spring,Busy
1030,6,Summer,Empty
1030,1,Summer,'Not Busy'
1030,2,Other,'Not Busy'
1030,5,Fall,Empty
1030,0,Other,'Not Busy'
1030,0,Fall,Busy
1030,2,Winter,Busy
1030,2,Spring,Busy
1030,4,Spring,Busy
1030,0,Summer,'Not Busy'
1030,0,Summer,'Not Busy'
1030,2,Summer,'Not Busy'
1030,3,Other,'Not Busy'
1030,6,Fall,Empty
1030,1,Other,Busy
1030,1,Fall,Busy
1030,4,Fall,Busy
1030,3,Winter,Busy
1030,6,Winter,'Not Busy'
1030,0,Other,Empty
1030,3,Spring,Busy
1030,5,Spring,'Not Busy'
1030,1,Summer,'Not Busy'
1030,1,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,4,Other,'Not Busy'
1030,0,Fall,Busy
1030,2,Other,Busy
1030,2,Fall,Busy
1030,5,Fall,'Not Busy'
1030,0,Other,'Not Busy'
1030,4,Winter,Busy
1030,0,Winter,Busy
1030,1,Other,'Not Busy'
1030,4,Spring,Busy
1030,6,Spring,'Not Busy'
1030,2,Summer,'Not Busy'
1030,2,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,5,Other,Empty
1030,1,Fall,Busy
1030,3,Other,Busy
1030,3,Fall,Busy
1030,6,Fall,'Not Busy'
1030,1,Other,'Not Busy'
1030,5,Winter,'Not Busy'
1030,1,Winter,Busy
1030,2,Other,'Not Busy'
1030,5,Spring,'Not Busy'
1030,0,Spring,Busy
1030,3,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,5,Summer,'Not Busy'
1030,2,Fall,Busy
1030,4,Other,Busy
1030,4,Fall,Busy
1030,0,Fall,Busy
1030,2,Other,'Not Busy'
1030,6,Winter,'Not Busy'
1030,2,Winter,Busy
1030,3,Other,'Not Busy'
1030,6,Spring,'Not Busy'
1030,1,Spring,Busy
1030,4,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,6,Summer,'Not Busy'
1030,0,Other,'Not Busy'
1030,3,Fall,Busy
1030,5,Other,'Not Busy'
1030,5,Fall,'Not Busy'
1030,1,Fall,Busy
1030,0,Winter,Busy
1030,3,Winter,Busy
1030,4,Other,Empty
1030,0,Spring,Busy
1030,2,Spring,Busy
1030,5,Summer,Empty
1030,5,Summer,Empty
1030,0,Summer,'Moderately Busy'
1030,1,Other,'Not Busy'
1030,4,Fall,Busy
1030,6,Other,'Moderately Busy'
1030,6,Fall,'Moderately Busy'
1030,2,Fall,Busy
1030,1,Winter,Busy
1030,4,Winter,Busy
1030,5,Other,Empty
1030,1,Spring,Busy
1030,3,Spring,Busy
1030,6,Summer,Empty
1030,6,Summer,Empty
1030,1,Summer,'Moderately Busy'
1030,2,Other,'Not Busy'
1030,5,Fall,'Not Busy'
1030,0,Other,Busy
1030,0,Fall,Busy
1030,2,Winter,Busy
1030,5,Winter,'Not Busy'
1030,2,Spring,Busy
1030,4,Spring,Busy
1030,0,Summer,'Not Busy'
1030,0,Summer,'Not Busy'
1030,2,Summer,'Moderately Busy'
1030,6,Fall,'Not Busy'
1030,1,Other,Busy
1030,1,Fall,Busy
1030,3,Winter,Busy
1030,6,Winter,'Not Busy'
1030,0,Other,'Not Busy'
1030,3,Spring,Busy
1030,5,Spring,'Not Busy'
1030,1,Summer,'Not Busy'
1030,1,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,4,Other,'Not Busy'
1030,0,Fall,Busy
1030,2,Other,Busy
1030,2,Fall,Busy
1030,5,Fall,'Not Busy'
1030,0,Other,Empty
1030,4,Winter,Busy
1030,0,Winter,Busy
1030,1,Spring,Busy
1030,4,Spring,Busy
1030,6,Spring,'Not Busy'
1030,2,Summer,'Not Busy'
1030,2,Summer,'Not Busy'
1030,4,Summer,'Moderately Busy'
1030,5,Other,Empty
1030,1,Fall,Busy
1030,3,Other,Busy
1030,3,Fall,Busy
1030,6,Fall,'Not Busy'
1030,1,Other,Empty
1030,5,Winter,'Moderately Busy'
1030,2,Spring,Busy
1030,5,Spring,'Not Busy'
1030,0,Spring,'Moderately Busy'
1030,3,Summer,'Not Busy'
1030,3,Summer,'Not Busy'
1030,5,Summer,'Not Busy'
1030,2,Fall,Busy
1030,4,Other,Busy
1030,4,Fall,Busy
1030,0,Fall,Busy
1030,2,Other,Empty
1030,6,Winter,'Moderately Busy'
1030,3,Spring,Busy
1030,1,Spring,Busy
1030,4,Summer,'Not Busy'
1030,6,Summer,'Not Busy'
1030,0,Other,'Not Busy'
1030,5,Fall,'Not Busy'
1030,3,Other,Empty
1100,0,Winter,Busy
1100,1,Winter,Busy
1100,4,Spring,'Moderately Busy'
1100,6,Spring,'Moderately Busy'
1100,2,Spring,'Moderately Busy'
1100,2,Summer,'Not Busy'
1100,4,Summer,'Moderately Busy'
1100,5,Summer,Empty
1100,1,Other,'Not Busy'
1100,3,Other,'Not Busy'
1100,3,Fall,Busy
1100,6,Fall,'Moderately Busy'
1100,1,Fall,Busy
1100,1,Winter,Busy
1100,2,Winter,Busy
1100,5,Spring,'Not Busy'
1100,0,Spring,'Moderately Busy'
1100,3,Spring,Busy
1100,3,Summer,'Not Busy'
1100,5,Summer,'Moderately Busy'
1100,6,Summer,Empty
1100,2,Other,'Not Busy'
1100,4,Other,'Not Busy'
1100,4,Fall,Busy
1100,0,Fall,Busy
1100,2,Fall,Busy
1100,2,Winter,Busy
1100,3,Winter,Busy
1100,6,Spring,'Not Busy'
1100,1,Spring,'Moderately Busy'
1100,4,Spring,'Moderately Busy'
1100,6,Summer,'Not Busy'
1100,3,Other,'Not Busy'
1100,5,Fall,'Not Busy'
1100,1,Fall,Busy
1100,3,Fall,Busy
1100,0,Winter,'Moderately Busy'
1100,3,Winter,Busy
1100,4,Winter,Busy
1100,0,Spring,'Moderately Busy'
1100,2,Spring,'Moderately Busy'
1100,5,Spring,'Moderately Busy'
1100,0,Summer,'Not Busy'
1100,1,Summer,'Not Busy'
1100,4,Other,'Not Busy'
1100,6,Fall,'Moderately Busy'
1100,2,Fall,Busy
1100,4,Fall,Busy
1100,1,Winter,'Moderately Busy'
1100,4,Winter,Busy
1100,5,Winter,'Not Busy'
1100,1,Spring,'Moderately Busy'
1100,3,Spring,'Moderately Busy'
1100,6,Spring,'Moderately Busy'
1100,6,Summer,Empty
1100,1,Summer,'Not Busy'
1100,2,Summer,'Not Busy'
1100,0,Fall,Busy
1100,3,Fall,Busy
1100,5,Fall,'Moderately Busy'
1100,2,Winter,Busy
1100,5,Winter,'Not Busy'
1100,6,Winter,'Moderately Busy'
1100,2,Spring,'Moderately Busy'
1100,4,Spring,'Moderately Busy'
1100,0,Spring,Busy
1100,0,Summer,'Not Busy'
1100,2,Summer,'Not Busy'
1100,3,Summer,'Not Busy'
1100,1,Other,'Not Busy'
1100,1,Fall,Busy
1100,4,Fall,'Moderately Busy'
1100,6,Fall,'Moderately Busy'
1100,3,Winter,Busy
1100,6,Winter,'Moderately Busy'
1100,0,Winter,Busy
1100,3,Spring,'Moderately Busy'
1100,5,Spring,'Not Busy'
1100,1,Spring,Busy
1100,1,Summer,'Not Busy'
1100,3,Summer,'Not Busy'
1100,4,Summer,'Not Busy'
1100,2,Fall,Busy
1100,5,Fall,'Not Busy'
1100,0,Fall,Busy
1100,4,Winter,Busy
1100,0,Winter,Busy
1100,1,Winter,Busy
1100,4,Spring,'Moderately Busy'
1100,6,Spring,'Not Busy'
1100,2,Spring,'Moderately Busy'
1100,2,Summer,'Not Busy'
1100,4,Summer,'Moderately Busy'
1100,5,Summer,Empty
1100,1,Other,'Not Busy'
1100,3,Other,'Not Busy'
1100,3,Fall,Busy
1100,6,Fall,'Moderately Busy'
1100,1,Fall,Busy
1100,5,Winter,'Not Busy'
1100,1,Winter,Busy
1100,2,Winter,Busy
1100,5,Spring,'Not Busy'
1100,0,Spring,'Moderately Busy'
1100,3,Spring,'Moderately Busy'
1100,3,Summer,'Not Busy'
1100,5,Summer,'Not Busy'
1100,6,Summer,Empty
1100,2,Other,'Not Busy'
1100,4,Other,'Not Busy'
1100,4,Fall,Busy
1100,0,Fall,Busy
1100,2,Fall,Busy
1100,6,Winter,'Not Busy'
1100,2,Winter,Busy
1100,3,Winter,Busy
1100,6,Spring,'Not Busy'
1100,1,Spring,'Moderately Busy'
1100,4,Spring,'Moderately Busy'
1100,4,Summer,'Not Busy'
1100,6,Summer,'Not Busy'
1100,0,Summer,'Not Busy'
1100,3,Other,'Not Busy'
1100,5,Other,Empty
1100,5,Fall,'Moderately Busy'
1100,1,Fall,Busy
1100,3,Fall,Busy
1100,0,Winter,Busy
1100,3,Winter,Busy
1100,4,Winter,Busy
1100,0,Spring,'Moderately Busy'
1100,2,Spring,'Moderately Busy'
1100,5,Spring,'Not Busy'
1100,5,Summer,'Not Busy'
1100,0,Summer,'Moderately Busy'
1100,1,Summer,'Not Busy'
1100,4,Fall,'Not Busy'
1100,6,Fall,'Moderately Busy'
1100,2,Fall,Busy
1100,4,Fall,'Moderately Busy'
1100,1,Winter,Busy
1100,4,Winter,Busy
1100,5,Winter,'Moderately Busy'
1100,1,Spring,'Moderately Busy'
1100,3,Spring,'Moderately Busy'
1100,6,Summer,Empty
1100,1,Summer,'Not Busy'
1100,2,Summer,'Not Busy'
1100,5,Fall,Empty
1100,0,Other,Empty
1100,0,Fall,Busy
1100,3,Fall,'Moderately Busy'
1100,5,Fall,Empty
1100,2,Winter,'Moderately Busy'
1100,5,Winter,'Moderately Busy'
1100,6,Winter,'Moderately Busy'
1100,2,Spring,'Moderately Busy'
1100,4,Spring,'Moderately Busy'
1100,0,Other,'Not Busy'
1100,0,Summer,'Not Busy'
1100,2,Summer,'Not Busy'
