Year,Month,Day,Time,Total,Quarter,Quarter Progress
2015.0,7.0,2.0,730,9,Summer,0.16666666666666666
2015.0,7.0,2.0,800,31,Summer,0.16666666666666666
2015.0,7.0,2.0,830,108,Summer,0.16666666666666666
2015.0,7.0,2.0,900,64,Summer,0.16666666666666666
2015.0,7.0,2.0,930,57,Summer,0.16666666666666666
2015.0,7.0,2.0,1000,37,Summer,0.16666666666666666
2015.0,7.0,2.0,1030,27,Summer,0.16666666666666666
2015.0,7.0,2.0,1100,28,Summer,0.16666666666666666
2015.0,7.0,2.0,1130,41,Summer,0.16666666666666666
2015.0,7.0,2.0,1200,54,Summer,0.16666666666666666
2015.0,7.0,2.0,1230,54,Summer,0.16666666666666666
2015.0,7.0,2.0,1300,70,Summer,0.16666666666666666
2015.0,7.0,2.0,1330,51,Summer,0.16666666666666666
2015.0,7.0,2.0,1400,61,Summer,0.16666666666666666
2015.0,7.0,2.0,1430,48,Summer,0.16666666666666666
2015.0,7.0,2.0,1500,38,Summer,0.16666666666666666
2015.0,7.0,2.0,1530,29,Summer,0.16666666666666666
2015.0,7.0,2.0,1600,30,Summer,0.16666666666666666
2015.0,7.0,2.0,1630,31,Summer,0.16666666666666666
2015.0,7.0,2.0,1700,22,Summer,0.16666666666666666
2015.0,7.0,2.0,1730,20,Summer,0.16666666666666666
2015.0,7.0,2.0,1800,11,Summer,0.16666666666666666
2015.0,7.0,2.0,1830,19,Summer,0.16666666666666666
2015.0,7.0,2.0,1900,11,Summer,0.16666666666666666
2015.0,7.0,2.0,1930,17,Summer,0.16666666666666666
2015.0,7.0,2.0,2000,8,Summer,0.16666666666666666
2015.0,7.0,2.0,2030,4,Summer,0.16666666666666666
2015.0,7.0,2.0,2100,9,Summer,0.16666666666666666
2015.0,7.0,2.0,2130,2,Summer,0.16666666666666666
2015.0,7.0,3.0,700,2,Summer,0.18518518518518517
2015.0,7.0,3.0,730,5,Summer,0.18518518518518517
2015.0,7.0,3.0,800,30,Summer,0.18518518518518517
2015.0,7.0,3.0,830,94,Summer,0.18518518518518517
2015.0,7.0,3.0,900,68,Summer,0.18518518518518517
2015.0,7.0,3.0,930,48,Summer,0.18518518518518517
2015.0,7.0,3.0,1000,40,Summer,0.18518518518518517
2015.0,7.0,3.0,1030,44,Summer,0.18518518518518517
2015.0,7.0,3.0,1100,33,Summer,0.18518518518518517
2015.0,7.0,3.0,1130,36,Summer,0.18518518518518517
2015.0,7.0,3.0,1200,50,Summer,0.18518518518518517
2015.0,7.0,3.0,1230,65,Summer,0.18518518518518517
2015.0,7.0,3.0,1300,69,Summer,0.18518518518518517
2015.0,7.0,3.0,1330,53,Summer,0.18518518518518517
2015.0,7.0,3.0,1400,39,Summer,0.18518518518518517
2015.0,7.0,3.0,1430,45,Summer,0.18518518518518517
2015.0,7.0,3.0,1500,30,Summer,0.18518518518518517
2015.0,7.0,3.0,1530,37,Summer,0.18518518518518517
2015.0,7.0,3.0,1600,43,Summer,0.18518518518518517
2015.0,7.0,3.0,1630,37,Summer,0.18518518518518517
2015.0,7.0,3.0,1700,16,Summer,0.18518518518518517
2015.0,7.0,3.0,1730,11,Summer,0.18518518518518517
2015.0,7.0,3.0,1800,13,Summer,0.18518518518518517
2015.0,7.0,3.0,1830,10,Summer,0.18518518518518517
2015.0,7.0,3.0,1900,5,Summer,0.18518518518518517
2015.0,7.0,3.0,1930,11,Summer,0.18518518518518517
2015.0,7.0,3.0,2000,6,Summer,0.18518518518518517
2015.0,7.0,3.0,2030,3,Summer,0.18518518518518517
2015.0,7.0,3.0,2100,4,Summer,0.18518518518518517
2015.0,7.0,6.0,930,5,Summer,0.24074074074074073
2015.0,7.0,6.0,1000,14,Summer,0.24074074074074073
2015.0,7.0,6.0,1030,5,Summer,0.24074074074074073
2015.0,7.0,6.0,1100,10,Summer,0.24074074074074073
2015.0,7.0,6.0,1130,6,Summer,0.24074074074074073
2015.0,7.0,6.0,1200,11,Summer,0.24074074074074073
2015.0,7.0,6.0,1230,10,Summer,0.24074074074074073
2015.0,7.0,6.0,1300,22,Summer,0.24074074074074073
2015.0,7.0,6.0,1330,19,Summer,0.24074074074074073
2015.0,7.0,6.0,1400,14,Summer,0.24074074074074073
2015.0,7.0,6.0,1430,27,Summer,0.24074074074074073
2015.0,7.0,6.0,1500,8,Summer,0.24074074074074073
2015.0,7.0,6.0,1530,8,Summer,0.24074074074074073
2015.0,7.0,6.0,1600,15,Summer,0.24074074074074073
2015.0,7.0,6.0,1630,13,Summer,0.24074074074074073
2015.0,7.0,6.0,1700,5,Summer,0.24074074074074073
2015.0,7.0,6.0,1730,3,Summer,0.24074074074074073
2015.0,7.0,0.0,730,7,Summer,0.25925925925925924
2015.0,7.0,0.0,800,27,Summer,0.25925925925925924
2015.0,7.0,0.0,830,109,Summer,0.25925925925925924
2015.0,7.0,0.0,900,66,Summer,0.25925925925925924
2015.0,7.0,0.0,930,54,Summer,0.25925925925925924
2015.0,7.0,0.0,1000,39,Summer,0.25925925925925924
2015.0,7.0,0.0,1030,36,Summer,0.25925925925925924
2015.0,7.0,0.0,1100,38,Summer,0.25925925925925924
2015.0,7.0,0.0,1130,39,Summer,0.25925925925925924
2015.0,7.0,0.0,1200,56,Summer,0.25925925925925924
2015.0,7.0,0.0,1230,74,Summer,0.25925925925925924
2015.0,7.0,0.0,1300,60,Summer,0.25925925925925924
2015.0,7.0,0.0,1330,53,Summer,0.25925925925925924
2015.0,7.0,0.0,1400,62,Summer,0.25925925925925924
2015.0,7.0,0.0,1430,47,Summer,0.25925925925925924
2015.0,7.0,0.0,1500,47,Summer,0.25925925925925924
2015.0,7.0,0.0,1530,36,Summer,0.25925925925925924
2015.0,7.0,0.0,1600,45,Summer,0.25925925925925924
2015.0,7.0,0.0,1630,33,Summer,0.25925925925925924
2015.0,7.0,0.0,1700,28,Summer,0.25925925925925924
2015.0,7.0,0.0,1730,32,Summer,0.25925925925925924
2015.0,7.0,0.0,1800,18,Summer,0.25925925925925924
2015.0,7.0,0.0,1830,19,Summer,0.25925925925925924
2015.0,7.0,0.0,1900,12,Summer,0.25925925925925924
2015.0,7.0,0.0,1930,18,Summer,0.25925925925925924
2015.0,7.0,0.0,2000,8,Summer,0.25925925925925924
2015.0,7.0,0.0,2030,6,Summer,0.25925925925925924
2015.0,7.0,0.0,2100,6,Summer,0.25925925925925924
2015.0,7.0,0.0,2130,1,Summer,0.25925925925925924
2015.0,7.0,1.0,730,8,Summer,0.2777777777777778
2015.0,7.0,1.0,800,41,Summer,0.2777777777777778
2015.0,7.0,1.0,830,103,Summer,0.2777777777777778
2015.0,7.0,1.0,900,76,Summer,0.2777777777777778
2015.0,7.0,1.0,930,54,Summer,0.2777777777777778
2015.0,7.0,1.0,1000,34,Summer,0.2777777777777778
2015.0,7.0,1.0,1030,36,Summer,0.2777777777777778
2015.0,7.0,1.0,1100,35,Summer,0.2777777777777778
2015.0,7.0,1.0,1130,29,Summer,0.2777777777777778
2015.0,7.0,1.0,1200,55,Summer,0.2777777777777778
2015.0,7.0,1.0,1230,62,Summer,0.2777777777777778
2015.0,7.0,1.0,1300,84,Summer,0.2777777777777778
2015.0,7.0,1.0,1330,56,Summer,0.2777777777777778
2015.0,7.0,1.0,1400,72,Summer,0.2777777777777778
2015.0,7.0,1.0,1430,43,Summer,0.2777777777777778
2015.0,7.0,1.0,1500,35,Summer,0.2777777777777778
2015.0,7.0,1.0,1530,41,Summer,0.2777777777777778
2015.0,7.0,1.0,1600,40,Summer,0.2777777777777778
2015.0,7.0,1.0,1630,26,Summer,0.2777777777777778
2015.0,7.0,1.0,1700,30,Summer,0.2777777777777778
2015.0,7.0,1.0,1730,44,Summer,0.2777777777777778
2015.0,7.0,1.0,1800,29,Summer,0.2777777777777778
2015.0,7.0,1.0,1830,20,Summer,0.2777777777777778
2015.0,7.0,1.0,1900,6,Summer,0.2777777777777778
2015.0,7.0,1.0,1930,10,Summer,0.2777777777777778
2015.0,7.0,1.0,2000,11,Summer,0.2777777777777778
2015.0,7.0,1.0,2030,7,Summer,0.2777777777777778
2015.0,7.0,1.0,2100,7,Summer,0.2777777777777778
2015.0,7.0,1.0,2130,1,Summer,0.2777777777777778
2015.0,7.0,2.0,700,2,Summer,0.2962962962962963
2015.0,7.0,2.0,730,7,Summer,0.2962962962962963
2015.0,7.0,2.0,800,27,Summer,0.2962962962962963
2015.0,7.0,2.0,830,113,Summer,0.2962962962962963
2015.0,7.0,2.0,900,76,Summer,0.2962962962962963
2015.0,7.0,2.0,930,45,Summer,0.2962962962962963
2015.0,7.0,2.0,1000,43,Summer,0.2962962962962963
2015.0,7.0,2.0,1030,23,Summer,0.2962962962962963
2015.0,7.0,2.0,1100,39,Summer,0.2962962962962963
2015.0,7.0,2.0,1130,40,Summer,0.2962962962962963
2015.0,7.0,2.0,1200,54,Summer,0.2962962962962963
2015.0,7.0,2.0,1230,102,Summer,0.2962962962962963
2015.0,7.0,2.0,1300,82,Summer,0.2962962962962963
2015.0,7.0,2.0,1330,48,Summer,0.2962962962962963
2015.0,7.0,2.0,1400,51,Summer,0.2962962962962963
2015.0,7.0,2.0,1430,53,Summer,0.2962962962962963
2015.0,7.0,2.0,1500,39,Summer,0.2962962962962963
2015.0,7.0,2.0,1530,44,Summer,0.2962962962962963
2015.0,7.0,2.0,1600,33,Summer,0.2962962962962963
2015.0,7.0,2.0,1630,31,Summer,0.2962962962962963
2015.0,7.0,2.0,1700,24,Summer,0.2962962962962963
2015.0,7.0,2.0,1730,19,Summer,0.2962962962962963
2015.0,7.0,2.0,1800,23,Summer,0.2962962962962963
2015.0,7.0,2.0,1830,13,Summer,0.2962962962962963
2015.0,7.0,2.0,1900,13,Summer,0.2962962962962963
2015.0,7.0,2.0,1930,11,Summer,0.2962962962962963
2015.0,7.0,2.0,2000,8,Summer,0.2962962962962963
2015.0,7.0,2.0,2030,6,Summer,0.2962962962962963
2015.0,7.0,2.0,2100,10,Summer,0.2962962962962963
2015.0,7.0,3.0,730,11,Summer,0.3148148148148148
2015.0,7.0,3.0,800,31,Summer,0.3148148148148148
2015.0,7.0,3.0,830,94,Summer,0.3148148148148148
2015.0,7.0,3.0,900,76,Summer,0.3148148148148148
2015.0,7.0,3.0,930,51,Summer,0.3148148148148148
2015.0,7.0,3.0,1000,47,Summer,0.3148148148148148
2015.0,7.0,3.0,1030,35,Summer,0.3148148148148148
2015.0,7.0,3.0,1100,33,Summer,0.3148148148148148
2015.0,7.0,3.0,1130,55,Summer,0.3148148148148148
2015.0,7.0,3.0,1200,59,Summer,0.3148148148148148
2015.0,7.0,3.0,1230,79,Summer,0.3148148148148148
2015.0,7.0,3.0,1300,78,Summer,0.3148148148148148
2015.0,7.0,3.0,1330,64,Summer,0.3148148148148148
2015.0,7.0,3.0,1400,59,Summer,0.3148148148148148
2015.0,7.0,3.0,1430,49,Summer,0.3148148148148148
2015.0,7.0,3.0,1500,51,Summer,0.3148148148148148
2015.0,7.0,3.0,1530,38,Summer,0.3148148148148148
2015.0,7.0,3.0,1600,44,Summer,0.3148148148148148
2015.0,7.0,3.0,1630,36,Summer,0.3148148148148148
2015.0,7.0,3.0,1700,21,Summer,0.3148148148148148
2015.0,7.0,3.0,1730,21,Summer,0.3148148148148148
2015.0,7.0,3.0,1800,17,Summer,0.3148148148148148
2015.0,7.0,3.0,1830,14,Summer,0.3148148148148148
2015.0,7.0,3.0,1900,7,Summer,0.3148148148148148
2015.0,7.0,3.0,1930,8,Summer,0.3148148148148148
2015.0,7.0,3.0,2000,11,Summer,0.3148148148148148
2015.0,7.0,3.0,2030,4,Summer,0.3148148148148148
2015.0,7.0,3.0,2100,3,Summer,0.3148148148148148
2015.0,7.0,4.0,730,6,Summer,0.3333333333333333
2015.0,7.0,4.0,800,27,Summer,0.3333333333333333
2015.0,7.0,4.0,830,113,Summer,0.3333333333333333
2015.0,7.0,4.0,900,55,Summer,0.3333333333333333
2015.0,7.0,4.0,930,42,Summer,0.3333333333333333
2015.0,7.0,4.0,1000,37,Summer,0.3333333333333333
2015.0,7.0,4.0,1030,28,Summer,0.3333333333333333
2015.0,7.0,4.0,1100,37,Summer,0.3333333333333333
2015.0,7.0,4.0,1130,35,Summer,0.3333333333333333
2015.0,7.0,4.0,1200,45,Summer,0.3333333333333333
2015.0,7.0,4.0,1230,58,Summer,0.3333333333333333
2015.0,7.0,4.0,1300,50,Summer,0.3333333333333333
2015.0,7.0,4.0,1330,59,Summer,0.3333333333333333
2015.0,7.0,4.0,1400,71,Summer,0.3333333333333333
2015.0,7.0,4.0,1430,39,Summer,0.3333333333333333
2015.0,7.0,4.0,1500,31,Summer,0.3333333333333333
2015.0,7.0,4.0,1530,32,Summer,0.3333333333333333
2015.0,7.0,4.0,1600,13,Summer,0.3333333333333333
2015.0,7.0,4.0,1630,17,Summer,0.3333333333333333
2015.0,7.0,4.0,1700,1,Summer,0.3333333333333333
2015.0,7.0,5.0,730,1,Summer,0.35185185185185186
2015.0,7.0,5.0,800,1,Summer,0.35185185185185186
2015.0,7.0,5.0,830,6,Summer,0.35185185185185186
2015.0,7.0,5.0,900,3,Summer,0.35185185185185186
2015.0,7.0,5.0,930,5,Summer,0.35185185185185186
2015.0,7.0,5.0,1000,12,Summer,0.35185185185185186
2015.0,7.0,5.0,1030,11,Summer,0.35185185185185186
2015.0,7.0,5.0,1100,17,Summer,0.35185185185185186
2015.0,7.0,5.0,1130,13,Summer,0.35185185185185186
2015.0,7.0,5.0,1200,20,Summer,0.35185185185185186
2015.0,7.0,5.0,1230,14,Summer,0.35185185185185186
2015.0,7.0,5.0,1300,15,Summer,0.35185185185185186
2015.0,7.0,5.0,1330,22,Summer,0.35185185185185186
2015.0,7.0,5.0,1400,7,Summer,0.35185185185185186
2015.0,7.0,5.0,1430,6,Summer,0.35185185185185186
2015.0,7.0,5.0,1500,9,Summer,0.35185185185185186
2015.0,7.0,5.0,1530,12,Summer,0.35185185185185186
2015.0,7.0,5.0,1600,4,Summer,0.35185185185185186
2015.0,7.0,5.0,1630,4,Summer,0.35185185185185186
2015.0,7.0,6.0,800,1,Summer,0.37037037037037035
2015.0,7.0,6.0,930,6,Summer,0.37037037037037035
2015.0,7.0,6.0,1000,11,Summer,0.37037037037037035
2015.0,7.0,6.0,1030,12,Summer,0.37037037037037035
2015.0,7.0,6.0,1100,8,Summer,0.37037037037037035
2015.0,7.0,6.0,1130,12,Summer,0.37037037037037035
2015.0,7.0,6.0,1200,8,Summer,0.37037037037037035
2015.0,7.0,6.0,1230,11,Summer,0.37037037037037035
2015.0,7.0,6.0,1300,14,Summer,0.37037037037037035
2015.0,7.0,6.0,1330,23,Summer,0.37037037037037035
2015.0,7.0,6.0,1400,20,Summer,0.37037037037037035
2015.0,7.0,6.0,1430,20,Summer,0.37037037037037035
2015.0,7.0,6.0,1500,18,Summer,0.37037037037037035
2015.0,7.0,6.0,1530,22,Summer,0.37037037037037035
2015.0,7.0,6.0,1600,11,Summer,0.37037037037037035
2015.0,7.0,6.0,1630,8,Summer,0.37037037037037035
2015.0,7.0,6.0,1700,5,Summer,0.37037037037037035
2015.0,7.0,6.0,1730,6,Summer,0.37037037037037035
2015.0,7.0,0.0,730,7,Summer,0.3888888888888889
2015.0,7.0,0.0,800,32,Summer,0.3888888888888889
2015.0,7.0,0.0,830,94,Summer,0.3888888888888889
2015.0,7.0,0.0,900,74,Summer,0.3888888888888889
2015.0,7.0,0.0,930,45,Summer,0.3888888888888889
2015.0,7.0,0.0,1000,45,Summer,0.3888888888888889
2015.0,7.0,0.0,1030,30,Summer,0.3888888888888889
2015.0,7.0,0.0,1100,33,Summer,0.3888888888888889
2015.0,7.0,0.0,1130,46,Summer,0.3888888888888889
2015.0,7.0,0.0,1200,57,Summer,0.3888888888888889
2015.0,7.0,0.0,1230,89,Summer,0.3888888888888889
2015.0,7.0,0.0,1300,71,Summer,0.3888888888888889
2015.0,7.0,0.0,1330,55,Summer,0.3888888888888889
2015.0,7.0,0.0,1400,57,Summer,0.3888888888888889
2015.0,7.0,0.0,1430,46,Summer,0.3888888888888889
2015.0,7.0,0.0,1500,36,Summer,0.3888888888888889
2015.0,7.0,0.0,1530,33,Summer,0.3888888888888889
2015.0,7.0,0.0,1600,32,Summer,0.3888888888888889
2015.0,7.0,0.0,1630,36,Summer,0.3888888888888889
2015.0,7.0,0.0,1700,25,Summer,0.3888888888888889
2015.0,7.0,0.0,1730,27,Summer,0.3888888888888889
2015.0,7.0,0.0,1800,22,Summer,0.3888888888888889
2015.0,7.0,0.0,1830,15,Summer,0.3888888888888889
2015.0,7.0,0.0,1900,16,Summer,0.3888888888888889
2015.0,7.0,0.0,1930,23,Summer,0.3888888888888889
2015.0,7.0,0.0,2000,13,Summer,0.3888888888888889
2015.0,7.0,0.0,2030,7,Summer,0.3888888888888889
2015.0,7.0,0.0,2100,3,Summer,0.3888888888888889
2015.0,7.0,0.0,2130,3,Summer,0.3888888888888889
2015.0,7.0,1.0,730,7,Summer,0.4074074074074074
2015.0,7.0,1.0,800,25,Summer,0.4074074074074074
2015.0,7.0,1.0,830,123,Summer,0.4074074074074074
2015.0,7.0,1.0,900,73,Summer,0.4074074074074074
2015.0,7.0,1.0,930,60,Summer,0.4074074074074074
2015.0,7.0,1.0,1000,43,Summer,0.4074074074074074
2015.0,7.0,1.0,1030,37,Summer,0.4074074074074074
2015.0,7.0,1.0,1100,30,Summer,0.4074074074074074
2015.0,7.0,1.0,1130,29,Summer,0.4074074074074074
2015.0,7.0,1.0,1200,63,Summer,0.4074074074074074
2015.0,7.0,1.0,1230,70,Summer,0.4074074074074074
2015.0,7.0,1.0,1300,78,Summer,0.4074074074074074
2015.0,7.0,1.0,1330,58,Summer,0.4074074074074074
2015.0,7.0,1.0,1400,57,Summer,0.4074074074074074
2015.0,7.0,1.0,1430,46,Summer,0.4074074074074074
2015.0,7.0,1.0,1500,41,Summer,0.4074074074074074
2015.0,7.0,1.0,1530,27,Summer,0.4074074074074074
2015.0,7.0,1.0,1600,39,Summer,0.4074074074074074
2015.0,7.0,1.0,1630,28,Summer,0.4074074074074074
2015.0,7.0,1.0,1700,19,Summer,0.4074074074074074
2015.0,7.0,1.0,1730,22,Summer,0.4074074074074074
2015.0,7.0,1.0,1800,14,Summer,0.4074074074074074
2015.0,7.0,1.0,1830,14,Summer,0.4074074074074074
2015.0,7.0,1.0,1900,13,Summer,0.4074074074074074
2015.0,7.0,1.0,1930,9,Summer,0.4074074074074074
2015.0,7.0,1.0,2000,14,Summer,0.4074074074074074
2015.0,7.0,1.0,2030,4,Summer,0.4074074074074074
2015.0,7.0,1.0,2100,7,Summer,0.4074074074074074
2015.0,7.0,1.0,2130,4,Summer,0.4074074074074074
2015.0,7.0,2.0,700,1,Summer,0.42592592592592593
2015.0,7.0,2.0,730,8,Summer,0.42592592592592593
2015.0,7.0,2.0,800,27,Summer,0.42592592592592593
2015.0,7.0,2.0,830,101,Summer,0.42592592592592593
2015.0,7.0,2.0,900,71,Summer,0.42592592592592593
2015.0,7.0,2.0,930,49,Summer,0.42592592592592593
2015.0,7.0,2.0,1000,41,Summer,0.42592592592592593
2015.0,7.0,2.0,1030,17,Summer,0.42592592592592593
2015.0,7.0,2.0,1100,38,Summer,0.42592592592592593
2015.0,7.0,2.0,1130,45,Summer,0.42592592592592593
2015.0,7.0,2.0,1200,60,Summer,0.42592592592592593
2015.0,7.0,2.0,1230,71,Summer,0.42592592592592593
2015.0,7.0,2.0,1300,56,Summer,0.42592592592592593
2015.0,7.0,2.0,1330,77,Summer,0.42592592592592593
2015.0,7.0,2.0,1400,53,Summer,0.42592592592592593
2015.0,7.0,2.0,1430,40,Summer,0.42592592592592593
2015.0,7.0,2.0,1500,35,Summer,0.42592592592592593
2015.0,7.0,2.0,1530,29,Summer,0.42592592592592593
2015.0,7.0,2.0,1600,28,Summer,0.42592592592592593
2015.0,7.0,2.0,1630,37,Summer,0.42592592592592593
2015.0,7.0,2.0,1700,39,Summer,0.42592592592592593
2015.0,7.0,2.0,1730,17,Summer,0.42592592592592593
2015.0,7.0,2.0,1800,22,Summer,0.42592592592592593
2015.0,7.0,2.0,1830,19,Summer,0.42592592592592593
2015.0,7.0,2.0,1900,14,Summer,0.42592592592592593
2015.0,7.0,2.0,1930,6,Summer,0.42592592592592593
2015.0,7.0,2.0,2000,6,Summer,0.42592592592592593
2015.0,7.0,2.0,2030,6,Summer,0.42592592592592593
2015.0,7.0,2.0,2100,5,Summer,0.42592592592592593
2015.0,7.0,2.0,2130,3,Summer,0.42592592592592593
2015.0,7.0,3.0,630,1,Summer,0.4444444444444444
2015.0,7.0,3.0,730,4,Summer,0.4444444444444444
2015.0,7.0,3.0,800,26,Summer,0.4444444444444444
2015.0,7.0,3.0,830,109,Summer,0.4444444444444444
2015.0,7.0,3.0,900,62,Summer,0.4444444444444444
2015.0,7.0,3.0,930,56,Summer,0.4444444444444444
2015.0,7.0,3.0,1000,43,Summer,0.4444444444444444
2015.0,7.0,3.0,1030,32,Summer,0.4444444444444444
2015.0,7.0,3.0,1100,34,Summer,0.4444444444444444
2015.0,7.0,3.0,1130,36,Summer,0.4444444444444444
2015.0,7.0,3.0,1200,49,Summer,0.4444444444444444
2015.0,7.0,3.0,1230,73,Summer,0.4444444444444444
2015.0,7.0,3.0,1300,69,Summer,0.4444444444444444
2015.0,7.0,3.0,1330,52,Summer,0.4444444444444444
2015.0,7.0,3.0,1400,37,Summer,0.4444444444444444
2015.0,7.0,3.0,1430,52,Summer,0.4444444444444444
2015.0,7.0,3.0,1500,43,Summer,0.4444444444444444
2015.0,7.0,3.0,1530,42,Summer,0.4444444444444444
2015.0,7.0,3.0,1600,34,Summer,0.4444444444444444
2015.0,7.0,3.0,1630,35,Summer,0.4444444444444444
2015.0,7.0,3.0,1700,33,Summer,0.4444444444444444
2015.0,7.0,3.0,1730,23,Summer,0.4444444444444444
2015.0,7.0,3.0,1800,17,Summer,0.4444444444444444
2015.0,7.0,3.0,1830,9,Summer,0.4444444444444444
2015.0,7.0,3.0,1900,8,Summer,0.4444444444444444
2015.0,7.0,3.0,1930,12,Summer,0.4444444444444444
2015.0,7.0,3.0,2000,5,Summer,0.4444444444444444
2015.0,7.0,3.0,2030,5,Summer,0.4444444444444444
2015.0,7.0,3.0,2100,1,Summer,0.4444444444444444
2015.0,7.0,3.0,2130,5,Summer,0.4444444444444444
2015.0,7.0,4.0,700,1,Summer,0.46296296296296297
2015.0,7.0,4.0,730,7,Summer,0.46296296296296297
2015.0,7.0,4.0,800,26,Summer,0.46296296296296297
2015.0,7.0,4.0,830,88,Summer,0.46296296296296297
2015.0,7.0,4.0,900,59,Summer,0.46296296296296297
2015.0,7.0,4.0,930,36,Summer,0.46296296296296297
2015.0,7.0,4.0,1000,30,Summer,0.46296296296296297
2015.0,7.0,4.0,1030,34,Summer,0.46296296296296297
2015.0,7.0,4.0,1100,31,Summer,0.46296296296296297
2015.0,7.0,4.0,1130,40,Summer,0.46296296296296297
2015.0,7.0,4.0,1200,46,Summer,0.46296296296296297
2015.0,7.0,4.0,1230,67,Summer,0.46296296296296297
2015.0,7.0,4.0,1300,65,Summer,0.46296296296296297
2015.0,7.0,4.0,1330,36,Summer,0.46296296296296297
2015.0,7.0,4.0,1400,39,Summer,0.46296296296296297
2015.0,7.0,4.0,1430,42,Summer,0.46296296296296297
2015.0,7.0,4.0,1500,35,Summer,0.46296296296296297
2015.0,7.0,4.0,1530,22,Summer,0.46296296296296297
2015.0,7.0,4.0,1600,17,Summer,0.46296296296296297
2015.0,7.0,4.0,1630,17,Summer,0.46296296296296297
2015.0,7.0,4.0,1730,1,Summer,0.46296296296296297
2015.0,7.0,5.0,800,3,Summer,0.48148148148148145
2015.0,7.0,5.0,830,6,Summer,0.48148148148148145
2015.0,7.0,5.0,900,4,Summer,0.48148148148148145
2015.0,7.0,5.0,930,4,Summer,0.48148148148148145
2015.0,7.0,5.0,1000,12,Summer,0.48148148148148145
2015.0,7.0,5.0,1030,7,Summer,0.48148148148148145
2015.0,7.0,5.0,1100,15,Summer,0.48148148148148145
2015.0,7.0,5.0,1130,13,Summer,0.48148148148148145
2015.0,7.0,5.0,1200,10,Summer,0.48148148148148145
2015.0,7.0,5.0,1230,22,Summer,0.48148148148148145
2015.0,7.0,5.0,1300,14,Summer,0.48148148148148145
2015.0,7.0,5.0,1330,11,Summer,0.48148148148148145
2015.0,7.0,5.0,1400,9,Summer,0.48148148148148145
2015.0,7.0,5.0,1430,16,Summer,0.48148148148148145
2015.0,7.0,5.0,1500,12,Summer,0.48148148148148145
2015.0,7.0,5.0,1530,6,Summer,0.48148148148148145
2015.0,7.0,5.0,1600,4,Summer,0.48148148148148145
2015.0,7.0,5.0,1630,4,Summer,0.48148148148148145
2015.0,7.0,6.0,900,1,Summer,0.5
2015.0,7.0,6.0,930,5,Summer,0.5
2015.0,7.0,6.0,1000,14,Summer,0.5
2015.0,7.0,6.0,1030,9,Summer,0.5
2015.0,7.0,6.0,1100,4,Summer,0.5
2015.0,7.0,6.0,1130,14,Summer,0.5
2015.0,7.0,6.0,1200,10,Summer,0.5
2015.0,7.0,6.0,1230,14,Summer,0.5
2015.0,7.0,6.0,1300,24,Summer,0.5
2015.0,7.0,6.0,1330,19,Summer,0.5
2015.0,7.0,6.0,1400,11,Summer,0.5
2015.0,7.0,6.0,1430,9,Summer,0.5
2015.0,7.0,6.0,1500,19,Summer,0.5
2015.0,7.0,6.0,1530,16,Summer,0.5
2015.0,7.0,6.0,1600,19,Summer,0.5
2015.0,7.0,6.0,1630,7,Summer,0.5
2015.0,7.0,6.0,1700,5,Summer,0.5
2015.0,7.0,6.0,1730,6,Summer,0.5
2015.0,7.0,0.0,700,3,Summer,0.5185185185185185
2015.0,7.0,0.0,730,9,Summer,0.5185185185185185
2015.0,7.0,0.0,800,33,Summer,0.5185185185185185
2015.0,7.0,0.0,830,124,Summer,0.5185185185185185
2015.0,7.0,0.0,900,77,Summer,0.5185185185185185
2015.0,7.0,0.0,930,66,Summer,0.5185185185185185
2015.0,7.0,0.0,1000,45,Summer,0.5185185185185185
2015.0,7.0,0.0,1030,25,Summer,0.5185185185185185
2015.0,7.0,0.0,1100,27,Summer,0.5185185185185185
2015.0,7.0,0.0,1130,45,Summer,0.5185185185185185
2015.0,7.0,0.0,1200,70,Summer,0.5185185185185185
2015.0,7.0,0.0,1230,84,Summer,0.5185185185185185
2015.0,7.0,0.0,1300,77,Summer,0.5185185185185185
2015.0,7.0,0.0,1330,68,Summer,0.5185185185185185
2015.0,7.0,0.0,1400,59,Summer,0.5185185185185185
2015.0,7.0,0.0,1430,55,Summer,0.5185185185185185
2015.0,7.0,0.0,1500,52,Summer,0.5185185185185185
2015.0,7.0,0.0,1530,34,Summer,0.5185185185185185
2015.0,7.0,0.0,1600,43,Summer,0.5185185185185185
2015.0,7.0,0.0,1630,53,Summer,0.5185185185185185
2015.0,7.0,0.0,1700,20,Summer,0.5185185185185185
2015.0,7.0,0.0,1730,23,Summer,0.5185185185185185
2015.0,7.0,0.0,1800,17,Summer,0.5185185185185185
2015.0,7.0,0.0,1830,16,Summer,0.5185185185185185
2015.0,7.0,0.0,1900,17,Summer,0.5185185185185185
2015.0,7.0,0.0,1930,13,Summer,0.5185185185185185
2015.0,7.0,0.0,2000,7,Summer,0.5185185185185185
2015.0,7.0,0.0,2030,3,Summer,0.5185185185185185
2015.0,7.0,0.0,2100,5,Summer,0.5185185185185185
2015.0,7.0,0.0,2130,1,Summer,0.5185185185185185
2015.0,7.0,1.0,500,1,Summer,0.5370370370370371
2015.0,7.0,1.0,700,1,Summer,0.5370370370370371
2015.0,7.0,1.0,730,9,Summer,0.5370370370370371
2015.0,7.0,1.0,800,36,Summer,0.5370370370370371
